8232,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8233,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8234,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8235,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8236,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8237,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8238,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8239,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8240,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8241,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8242,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8243,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8244,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8245,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8246,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8247,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8248,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8249,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8250,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8251,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8252,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8253,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8254,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8255,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8256,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8257,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8258,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8259,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8260,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8261,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8262,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8263,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8264,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8265,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8266,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8267,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8268,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8269,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8270,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8271,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8272,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8273,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8274,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8275,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8276,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8277,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8278,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8279,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8280,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8281,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8282,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8283,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8284,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8285,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8286,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8287,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8288,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8289,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8290,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8291,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8292,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8293,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8294,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8295,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8296,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8297,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8298,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8299,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8300,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8301,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8302,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8303,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8304,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8305,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8306,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8307,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8308,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8309,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8310,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8311,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8312,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8313,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8314,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8315,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8316,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8317,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8318,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8319,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8320,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8321,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8322,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8323,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8324,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8325,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8326,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8327,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8328,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8329,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8330,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8331,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8332,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8333,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8334,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8335,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8336,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8337,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8338,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8339,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8340,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8341,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8342,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8343,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8344,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8345,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8346,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8347,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8348,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8349,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8350,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8351,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8352,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8353,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8354,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8355,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8356,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8357,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8358,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8359,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8360,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8361,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8362,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8363,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8364,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8365,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8366,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8367,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8368,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8369,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8370,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8371,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8372,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8373,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8374,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8375,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8376,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8377,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8378,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8379,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8380,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8381,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8382,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8383,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8384,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8385,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8386,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8387,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8388,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8389,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8390,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8391,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8392,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8393,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8394,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8395,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8396,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8397,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8398,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8399,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8400,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8401,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8402,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8403,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8404,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8405,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8406,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8407,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8408,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8409,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8410,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8411,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8412,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8413,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8414,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8415,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8416,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8417,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8418,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8419,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8420,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8421,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8422,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8423,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8424,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8425,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8426,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8427,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8428,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8429,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8430,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8431,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8432,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8433,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8434,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8435,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8436,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8437,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8438,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8439,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8440,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8441,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8442,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8443,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8444,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8445,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8446,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8447,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8448,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8449,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8450,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8451,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8452,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8453,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8454,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8455,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8456,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8457,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8458,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8459,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8460,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8461,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8462,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8463,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8464,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8465,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8466,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8467,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8468,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8469,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8470,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8471,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8472,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8473,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8474,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8475,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8476,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8477,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8478,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8479,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8480,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8481,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8482,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8483,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8484,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
8485,0.005076518,1.5854E-307,1.496E-307,99999.99492,0,0,,100000,,,,,,,,,,,,,,,,,
